,Title,Location,Price,Area,Status
645,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
646,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
647,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
648,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
649,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
650,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
651,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
652,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
653,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
654,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
655,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
656,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
657,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
658,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
659,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
660,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
661,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
662,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
663,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
664,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
665,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
666,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
667,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
668,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
669,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
670,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
671,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
672,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
673,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
674,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
675,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
676,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
677,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
678,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
679,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
680,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
681,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
682,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
683,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
684,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
685,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
686,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
687,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
688,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
689,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
690,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
691,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
692,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
693,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
694,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
695,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
696,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
697,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
698,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
699,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
700,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
701,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
702,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
703,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
704,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
705,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
706,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
707,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
708,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
709,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
710,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
711,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
712,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
713,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
714,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
715,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
716,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
717,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
718,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
719,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
720,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
721,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
722,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
723,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
724,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
725,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
726,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
727,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
728,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
729,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
730,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
731,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
732,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
733,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
734,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
735,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
736,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
737,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
738,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
739,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
740,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
741,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
742,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
743,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
744,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
745,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
746,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
747,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
748,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
749,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
750,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
751,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
752,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
753,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
754,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
755,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
756,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
757,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
758,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
759,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
760,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
761,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
762,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
763,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
764,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
765,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
766,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
767,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
768,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
769,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
770,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
771,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
772,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
773,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
774,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
775,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
776,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
777,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
778,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
779,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
780,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
781,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
782,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
783,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
784,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
785,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
786,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
787,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
788,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
789,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
790,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
791,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
792,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
793,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
794,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
795,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
796,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
797,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
798,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
799,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
800,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
801,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
802,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
803,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
804,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
805,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
806,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
807,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
808,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
809,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
810,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
811,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
812,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
813,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
814,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
815,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
816,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
817,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
818,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
819,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
820,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
821,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
822,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
823,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
824,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
825,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
826,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
827,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
828,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
829,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
830,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
831,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
832,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
833,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
834,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
835,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
836,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
837,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
838,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
839,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
840,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
841,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
842,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
843,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
844,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
845,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
846,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
847,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
848,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
849,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
850,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
851,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
852,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
853,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
854,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
855,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
856,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
857,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
858,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
859,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
860,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
861,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
862,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
863,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
864,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
865,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
866,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
867,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
868,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
869,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
870,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
871,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
872,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
873,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
874,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
875,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
876,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
877,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
878,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
879,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
880,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
881,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
882,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
883,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
884,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
885,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
886,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
887,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
888,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
889,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
890,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
891,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
892,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
893,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
894,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
895,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
896,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
897,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
898,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
899,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
900,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
901,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
902,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
903,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
904,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
905,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
906,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
907,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
908,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
909,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
910,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
911,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
912,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
913,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
914,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
915,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
916,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
917,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
918,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
919,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
920,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
921,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
922,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
923,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
924,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
925,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
926,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
927,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
928,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
929,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
930,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
931,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
932,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
933,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
934,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
935,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
936,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
937,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
938,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
939,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
940,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
941,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
942,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
943,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
944,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
945,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
946,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
947,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
948,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
949,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
950,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
951,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
952,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
953,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
954,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
955,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
956,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
957,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
958,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
959,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
960,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
961,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
962,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
963,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
964,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
965,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
966,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
967,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
